folio,ordenpersona,diaentrevista,mesentrevista,horaentrevista,minutoentrevista,sexo,parentesco,mesnacimiento,agnonacimiento,tenencialicenciaconducir,tenenciatne,tenenciatarjetaadultomayor,escolaridadcurso,escolaridadnivel,escolaridadtitulo,actividadtrabaja,actividadestudia,actividadjubilado,actividadduenacasa,actividadbuscatrabajo1vez,actividadcesante,actividadotro,actividadotro_e,ocupacionprincipal,actividadeconomica,jornadatrabajo,dondeestudia,lugartrabajocomuna,lugarestudiocomuna,realizoviaje,lugardiaregistroviaje,motivonoviaje,motivonoviaje_e,lugarcomienzodia,sector_lugariniciodia,horasalidahora,horasalidaminuto,numeroviajes,viajescaminata,numeroetapas,freqcaminata,freqprivado,freqbus,freqcolectivo,freqbicicleta,freqavion,comprascomuna,saludcomuna,saludcomunaesp,usotic,usotranspub,percepcioningresos,montoingresopersonal,tramoingresopersonal,montogastotransporte,conocimientocampana,campanadiario,campanaradio,campanatelevision,campanaafiche,campanapasacalle,campanapersonas,edad,tramoedad,ingresopersonal,factorexpansionp
11492,3,3,6,15,45,Hombre,Hija o Hijo,9,2020,No,No,No aplica,0,"Ninguno, nunca asistio",Desconocido,No,No,No,No,No,No,Si,Lactante/Bebé,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,Cuidado de un familiar,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,1,Hasta 4 años,0.0,"19,81"
11492,4,3,6,15,34,Mujeres,Hija o Hijo,10,2013,No,No,No aplica,4,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,2,0,2,Diario,Diario,Nunca,Nunca,Semanal,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,8,De 5 a 13 años,0.0,"16,617"
11501,1,22,8,18,0,Mujeres,Jefe(a) de hogar,1,1936,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,10000,No,No,No,No,No,No,No,86,Mas de 65 años,272500.0,"5,764"
11501,2,22,8,18,10,Hombre,Hija o Hijo,1,1963,Licencia no profesional B,No,No aplica,3,Profesionales,Si,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,40000,No,No,No,No,No,No,No,59,De 30 a 64 años,469500.0,"10,626"
11502,1,17,8,18,0,Mujeres,Jefe(a) de hogar,10,1952,Licencia no profesional B,No,No,3,Universitarios incompletos,No,Si,No,No,No,No,No,No,No aplica,['Patron o empleador'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,4,0,4,Nunca,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,90000,No,No,No,No,No,No,No,69,Mas de 65 años,1088500.0,"4,678"
11511,1,4,6,16,25,Hombre,Jefe(a) de hogar,2,1954,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,30000,Si,No,Si,No,No,No,No,68,Mas de 65 años,272500.0,"11,21"
11511,2,4,6,16,35,Mujeres,Conyuge o Pareja,6,1957,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En otra direccion,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Mensual,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,Si,No,Si,No,No,No,No,65,Mas de 65 años,245000.0,"7,123"
11511,3,4,6,16,40,Hombre,Hija o Hijo,5,1990,Licencia no profesional B,No,No aplica,3,Universitarios incompletos,No,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,Cuidado de un familiar,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Mensual,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,15000,Si,No,Si,No,Si,Si,No,32,De 30 a 64 años,469500.0,"29,787"
11512,1,2,6,10,51,Hombre,Jefe(a) de hogar,7,1944,No,No,No,6,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,Si,No,No,Si,Sin actividad económica/Cuidado,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,Si,No,Si,No,No,No,No,77,Mas de 65 años,362500.0,"7,363"
11521,1,8,9,17,45,Mujeres,Conyuge o Pareja,3,1975,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Educacion,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,6,0,6,Diario,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,100000,No,No,No,No,No,No,No,47,De 30 a 64 años,272500.0,"12,094"
11521,2,7,9,17,38,Hombre,Jefe(a) de hogar,8,1972,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,14.0,30.0,2,0,2,Diario,Diario,Nunca,Diario,Nunca,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,20000,Si,No,No,No,No,Si,No,50,De 30 a 64 años,469500.0,"16,619"
11521,3,8,9,17,51,Mujeres,Hija o Hijo,3,2009,No,No,No aplica,7,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Semanal,Diario,Nunca,Mensual,Anual,Anual,Si,Si,Desconocido,Si,Si,No tiene ingresos,Desconocido,No responde,20000,No,No,No,No,No,No,No,13,De 5 a 13 años,0.0,"1,016"
11522,1,8,9,13,56,Mujeres,Jefe(a) de hogar,3,1974,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,4,0,4,Semanal,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $1.726.001 y $2.330.000,100000,Si,No,No,No,No,Si,No,48,De 30 a 64 años,1437000.0,"35,062"
11522,2,9,9,14,16,Hombre,Hija o Hijo,11,2001,No,No,No aplica,2,Universitarios incompletos,No,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,Instituto tecnico profesional,Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,14.0,30.0,2,2,2,Diario,Semanal,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,20000,No,No,No,No,No,No,No,20,De 19 a 29 años,0.0,"22,977"
11531,1,24,6,16,25,Mujeres,Conyuge o Pareja,9,1974,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,Si,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,No,No,No,No,No,No,No,47,De 30 a 64 años,362500.0,"12,094"
11531,2,24,6,16,28,Hombre,Jefe(a) de hogar,2,1965,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,2,1,2,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,15000,Si,No,No,No,Si,No,No,57,De 30 a 64 años,362500.0,"5,487"
11531,3,24,6,16,35,Mujeres,Hija o Hijo,10,2005,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,1,2,Diario,Mensual,Nunca,Diario,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,15000,Si,No,No,No,Si,Si,No,16,De 14 a 18 años,0.0,"1,016"
11532,1,24,6,15,6,Mujeres,Jefe(a) de hogar,4,1961,No,No,No,1,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,61,De 30 a 64 años,0.0,"11,154"
11532,2,24,6,16,10,Hombre,Conyuge o Pareja,7,1947,No,No,No,4,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,15.0,20.0,2,2,2,Diario,Nunca,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,5000,No,No,No,No,No,No,No,74,Mas de 65 años,423000.0,"18,612"
11532,3,24,6,16,15,Hombre,Hija o Hijo,8,1987,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,2,2,2,Diario,Nunca,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,Si,No,No,No,Si,Si,No,34,De 30 a 64 años,362500.0,"5,816"
11541,1,24,6,15,41,Mujeres,Jefe(a) de hogar,8,1953,No,No,No,2,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,30.0,4,4,4,Semanal,Semanal,Nunca,Semanal,Nunca,Nunca,No,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,No responde,30000,Si,No,Si,No,No,No,No,68,Mas de 65 años,Desconocido,"16,26"
11541,2,24,6,15,38,Hombre,Hija o Hijo,3,1986,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,No,Si,Cuidado,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Nunca,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,No responde,Desconocido,No responde,10000,No,No,No,No,No,No,No,36,De 30 a 64 años,Desconocido,"16,862"
11542,1,26,6,11,30,Mujeres,Jefe(a) de hogar,4,1962,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,Si,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,16.0,0.0,3,3,3,Diario,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,Si,No,Si,No,Si,No,No,60,De 30 a 64 años,362500.0,"18,595"
11551,1,29,6,17,7,Hombre,Jefe(a) de hogar,9,1983,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,2,0,2,Semanal,Diario,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $821.001 y 1.035.000,40000,No,No,No,No,No,No,No,38,De 30 a 64 años,624500.0,"56,186"
11551,2,29,6,17,13,Mujeres,Conyuge o Pareja,1,1984,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,No,No,No,No,No,No,No,38,De 30 a 64 años,245000.0,"27,46"
11551,3,29,6,17,25,Mujeres,Hija o Hijo,9,2011,No,No,No aplica,5,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Diario,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,10,De 5 a 13 años,0.0,"17,559"
11551,4,29,6,17,37,Mujeres,Hija o Hijo,7,2019,No,No,No aplica,0,"Ninguno, nunca asistio",Desconocido,No,No,No,No,No,No,Si,Estudia/Menor de edad,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Semanal,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,2,Hasta 4 años,0.0,"16,97"
11552,1,1,7,17,13,Hombre,Jefe(a) de hogar,6,1980,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,30000,No,No,No,No,No,No,No,42,De 30 a 64 años,423000.0,"9,492"
11552,2,1,7,17,25,Mujeres,Conyuge o Pareja,7,1983,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,20.0,4,0,4,Semanal,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,50000,No,No,No,No,No,No,No,39,De 30 a 64 años,362500.0,"24,432"
11552,3,1,7,17,32,Mujeres,Hija o Hijo,4,2008,No,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,2,2,2,Diario,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,14,De 14 a 18 años,0.0,"15,623"
11561,1,24,6,17,8,Hombre,Jefe(a) de hogar,1,1947,No,No,No,4,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,4,4,Diario,Nunca,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,30000,No,No,No,No,No,No,No,75,Mas de 65 años,362500.0,"4,283"
11562,1,30,6,17,10,Hombre,Jefe(a) de hogar,1,1947,No,No,No,4,Primarios (Basica o Preparatoria),Desconocido,Si,No,Si,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,4,4,4,Diario,Nunca,Anual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,10000,No,No,No,No,No,No,No,75,Mas de 65 años,272500.0,"4,283"
11571,1,3,6,18,22,Mujeres,Jefe(a) de hogar,12,1973,No,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,4,2,4,Diario,Nunca,Nunca,Semanal,Nunca,Anual,Si,Si,Desconocido,No,Si,No responde,Desconocido,Menos de $245.000,20000,Si,No,No,No,Si,No,No,48,De 30 a 64 años,245000.0,"6,3"
11572,1,26,8,14,24,Mujeres,Jefe(a) de hogar,9,1951,No,No,No,6,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,30.0,2,2,2,Semanal,Mensual,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,10000,Si,No,Si,No,No,No,No,70,Mas de 65 años,272500.0,"4,115"
11581,1,23,8,14,0,Hombre,Jefe(a) de hogar,9,1956,"Licencia profesional A1, A2, A3, A4, A5",No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,Si,No,No,No,Si,Licencia/Postnatal,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,15000,No,No,No,No,No,No,No,65,Mas de 65 años,423000.0,"5,573"
11581,2,23,8,14,10,Mujeres,Jefe(a) de hogar,2,1972,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,4,0,4,Nunca,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,50000,No,No,No,No,No,No,No,50,De 30 a 64 años,362500.0,"5,103"
11581,3,24,8,14,20,Hombre,Hija o Hijo,9,2001,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,20,De 19 a 29 años,0.0,"9,47"
11582,1,29,6,14,0,Mujeres,Jefe(a) de hogar,5,1939,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Mensual,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,2000,No,No,No,No,No,No,No,83,Mas de 65 años,245000.0,"10,226"
11582,2,29,6,14,10,Hombre,Otro familiar,11,1993,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,2,2,Diario,Nunca,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,5000,No,No,No,No,No,No,No,28,De 19 a 29 años,272500.0,"79,174"
11591,1,2,6,11,28,Mujeres,Jefe(a) de hogar,2,1965,Licencia no profesional B,No,No aplica,1,Universitarios incompletos,No,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,19.0,0.0,1,0,1,Diario,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,75000,No,No,No,No,No,No,No,57,De 30 a 64 años,272500.0,"9,76"
11592,1,3,6,15,11,Mujeres,Jefe(a) de hogar,11,1948,No,No,No,5,Universitarios completos,Si,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,13.0,10.0,2,2,2,Semanal,Semanal,Nunca,Nunca,Nunca,Diario,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,No,No,No,No,No,No,No,73,Mas de 65 años,362500.0,"5,764"
11592,2,3,6,15,17,Hombre,Hija o Hijo,10,1978,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,4,0,4,Semanal,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,80000,No,No,No,No,No,No,No,43,De 30 a 64 años,1088500.0,"11,325"
11601,1,3,6,14,37,Mujeres,Jefe(a) de hogar,9,1953,No,No,No,7,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En otra direccion,0,15.0,0.0,1,0,1,Semanal,Nunca,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,No,No,No,No,No,No,No,68,Mas de 65 años,245000.0,"4,678"
11602,1,1,6,10,32,Hombre,Jefe(a) de hogar,5,1941,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Semanal,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,No,No,No,No,No,No,No,81,Mas de 65 años,362500.0,"9,073"
11602,2,1,6,10,36,Mujeres,Conyuge o Pareja,10,1946,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,Si,No,Si,No,No,No,No,75,Mas de 65 años,362500.0,"5,764"
